respondent_id,region,district,age,age_group,gender,education_level,monthly_income_ghs,smartphone_skill_score,mobile_money_transactions_monthly,average_transaction_value_ghs,data_usage_gb_monthly,digital_confidence_score,savings_behaviour_score
1318,Western,Axim,27,25-34,Female,basic,2179.94,6,29.0,87.54,8.2,6.6,7.6
1319,Savannah,Damongo,27,25-34,Female,basic,909.71,3,26.0,174.27,4.9,3.4,5.6
1320,Eastern,Nsawam,20,18-24,Male,secondary,1246.67,5,19.0,133.37,4.6,3.3,5.9
1321,Volta,Ho,30,25-34,Female,postgraduate,1004.08,5,11.0,48.44,5.9,4.4,6.3
1322,Bono East,Atebubu,25,25-34,Male,postgraduate,1260.02,9,35.0,98.82,13.8,7.6,7.2
1323,Bono East,Kintampo,32,25-34,Female,tertiary,1415.98,4,37.0,63.03,5.5,2.3,4.3
1324,Western North,Bibiani,18,18-24,Male,secondary,1135.86,7,30.0,143.93,7.9,8.1,4.9
1325,Western North,Sefwi Wiawso,28,25-34,Female,secondary,1800.74,6,16.0,118.78,10.7,3.9,4.7
1326,Northern,Yendi,19,18-24,Male,secondary,1113.04,4,14.0,143.9,8.1,2.4,5.9
1327,Eastern,Akim Oda,24,18-24,Female,tertiary,1124.14,7,26.0,184.55,10.8,7.1,7.1
1328,Bono East,Atebubu,44,35-44,Female,secondary,1194.49,7,30.0,92.64,7.6,7.6,7.3
1329,Volta,Hohoe,28,25-34,Female,basic,701.75,5,11.0,88.21,8.7,3.3,8.1
1330,Eastern,Nsawam,32,25-34,Male,secondary,744.61,7,37.0,102.99,11.0,9.4,5.6
1331,Savannah,Damongo,24,18-24,Female,basic,634.32,8,24.0,66.16,13.5,9.8,4.8
1332,Northern,Savelugu,28,25-34,Male,secondary,1521.82,6,22.0,108.13,12.0,3.4,5.3
1333,Western North,Juaboso,31,25-34,Female,secondary,1505.96,5,16.0,95.36,7.0,6.0,6.6
1334,Western North,Bodi,23,18-24,Female,postgraduate,642.34,5,13.0,197.95,6.1,6.9,5.4
1335,Western North,Bodi,32,25-34,Female,secondary,1408.4,2,29.0,109.11,2.5,1.0,7.5
1336,Volta,Hohoe,31,25-34,Female,tertiary,1206.01,5,13.0,94.19,5.9,4.5,5.5
1337,Upper East,Paga,43,35-44,Male,basic,612.33,6,34.0,149.36,7.0,6.5,7.2
1338,North East,Walewale,22,18-24,Male,postgraduate,1048.15,5,37.0,84.69,9.0,4.7,4.6
1339,Ahafo,Tano North,44,35-44,Male,secondary,726.93,6,15.0,85.47,7.0,5.0,5.6
1340,Central,Kasoa,28,25-34,Female,postgraduate,1298.75,8,28.0,140.85,12.7,6.5,6.7
1341,Savannah,Bole,36,35-44,Female,secondary,1427.01,4,25.0,76.51,4.8,4.2,5.0
1342,Oti,Nkwanta South,28,25-34,Female,basic,804.72,8,20.0,128.18,10.3,8.1,7.0
1343,Western North,Bodi,30,25-34,Female,basic,930.04,8,33.0,66.88,10.5,9.0,4.8
1344,Upper West,Wa,49,45-54,Male,tertiary,1264.58,6,16.0,137.57,5.0,6.3,6.7
1345,Ashanti,Obuasi,48,45-54,Female,secondary,773.38,4,23.0,164.22,6.4,5.4,3.4
1346,North East,Walewale,48,45-54,Female,tertiary,1445.1,3,16.0,110.24,3.0,5.5,4.1
1347,Eastern,Nsawam,43,35-44,Female,basic,1625.46,5,21.0,207.01,7.1,7.8,8.2
1348,Eastern,Suhum,36,35-44,Male,postgraduate,1139.32,3,27.0,63.89,2.0,2.4,6.9
1349,Upper East,Paga,28,25-34,Female,basic,890.86,10,38.0,62.85,16.1,6.7,4.6
1350,Bono East,Nkoranza,46,45-54,Female,basic,672.03,1,9.0,43.84,1.6,2.7,5.6
1351,Savannah,Salaga,53,45-54,Female,secondary,1152.25,9,41.0,109.43,9.5,8.1,6.8
1352,Upper West,Jirapa,18,18-24,Male,basic,2425.35,8,36.0,99.72,15.8,8.8,1.0
1353,Oti,Nkwanta South,34,25-34,Female,postgraduate,934.17,3,13.0,64.87,4.0,5.6,5.1
1354,Upper West,Wa,18,18-24,Male,tertiary,938.25,7,12.0,189.96,11.5,5.8,2.6
1355,Upper West,Tumu,25,25-34,Male,basic,1043.1,8,33.0,85.98,9.0,8.8,7.0
1356,Greater Accra,Kasoa East,41,35-44,Female,tertiary,731.75,1,11.0,101.14,4.3,1.9,8.5
1357,Upper East,Navrongo,45,45-54,Female,tertiary,564.96,5,18.0,70.95,8.5,5.6,5.6
1358,Savannah,Sawla,18,18-24,Male,tertiary,1340.24,6,13.0,91.52,9.1,8.5,6.1
1359,Savannah,Sawla,18,18-24,Female,secondary,1184.54,5,12.0,49.08,4.9,6.3,4.4
1360,Eastern,Koforidua,27,25-34,Female,tertiary,505.75,6,18.0,90.59,7.6,5.8,5.1
1361,Western North,Bodi,32,25-34,Female,postgraduate,725.18,6,25.0,119.0,10.3,7.7,8.5
1362,Greater Accra,Tema,21,18-24,Male,basic,774.37,4,17.0,107.23,7.8,4.1,5.7
1363,Volta,Ho,43,35-44,Female,postgraduate,2243.17,7,28.0,110.36,10.4,5.9,5.7
1364,Central,Mfantsiman,26,25-34,Female,basic,392.79,10,30.0,93.8,11.4,8.6,7.1
1365,North East,Chereponi,35,35-44,Female,postgraduate,1271.15,8,28.0,116.88,13.2,10.0,4.2
1366,Volta,Kpando,33,25-34,Female,basic,805.2,7,10.0,76.67,9.9,8.9,5.3
1367,Savannah,Sawla,18,18-24,Female,secondary,826.95,10,28.0,70.11,10.3,10.0,6.9
1368,Eastern,Suhum,32,25-34,Male,postgraduate,545.56,4,9.0,97.77,6.5,3.4,7.7
1369,Upper West,Wa,33,25-34,Female,tertiary,1088.68,4,10.0,96.57,9.4,7.2,7.0
1370,Greater Accra,Accra,28,25-34,Female,basic,490.37,6,18.0,103.36,7.0,8.1,8.5
1371,Upper East,Navrongo,28,25-34,Female,postgraduate,1648.06,4,9.0,186.5,4.6,4.0,7.4
1372,Western North,Juaboso,18,18-24,Female,tertiary,1950.47,5,8.0,93.69,9.3,3.9,4.9
1373,Eastern,Suhum,39,35-44,Female,postgraduate,1553.83,4,10.0,134.25,9.6,6.5,3.9
1374,North East,Walewale,28,25-34,Female,tertiary,428.62,5,23.0,104.06,8.9,3.9,8.3
1375,Ashanti,Obuasi,26,25-34,Male,secondary,1315.22,9,24.0,109.49,12.2,7.4,3.8
1376,Savannah,Bole,18,18-24,Female,tertiary,1467.53,4,26.0,53.34,11.9,2.4,8.3
1377,Ashanti,Kumasi,28,25-34,Female,postgraduate,850.15,6,19.0,99.45,8.4,5.6,3.5
1378,Ashanti,Ejisu,24,18-24,Female,postgraduate,1449.27,2,6.0,182.17,3.8,1.0,7.8
1379,Bono East,Atebubu,41,35-44,Female,tertiary,2527.6,6,25.0,97.63,12.8,6.8,6.8
1380,Ahafo,Tano North,27,25-34,Female,tertiary,1231.1,8,30.0,66.78,11.7,9.4,5.5
1381,Ahafo,Asunafo North,29,25-34,Male,secondary,545.45,4,7.0,96.08,10.3,5.0,7.4
1382,Western,Axim,33,25-34,Male,postgraduate,828.91,8,35.0,34.52,13.1,7.9,4.9
1383,Bono,Sunyani,37,35-44,Female,postgraduate,734.52,5,17.0,94.18,8.6,5.2,8.1
1384,Bono East,Techiman,31,25-34,Male,postgraduate,1999.72,7,15.0,93.79,12.2,8.4,4.2
1385,Western North,Juaboso,18,18-24,Male,basic,1676.2,8,9.0,68.59,13.9,8.8,5.5
1386,North East,Nalerigu,27,25-34,Male,basic,482.71,6,29.0,135.84,7.6,5.9,7.2
1387,Eastern,Akim Oda,32,25-34,Male,secondary,1631.87,5,18.0,81.45,7.5,4.3,6.0
1388,Upper West,Lawra,21,18-24,Male,tertiary,792.57,8,13.0,59.0,11.2,6.9,7.5
1389,Bono East,Nkoranza,23,18-24,Female,secondary,2270.38,8,22.0,145.81,11.8,8.8,6.7
1390,Northern,Savelugu,52,45-54,Female,postgraduate,1574.37,7,43.0,134.41,10.7,7.5,5.7
1391,North East,Walewale,30,25-34,Male,tertiary,635.71,10,18.0,194.62,11.9,10.0,7.1
1392,Upper West,Wa,49,45-54,Male,basic,1121.19,7,22.0,62.41,7.9,7.2,4.2
1393,North East,Chereponi,24,18-24,Male,postgraduate,1117.3,8,9.0,119.6,11.6,9.8,2.0
1394,Ahafo,Tano North,34,25-34,Female,tertiary,815.41,6,19.0,108.22,9.5,5.3,6.8
1395,Eastern,Nsawam,32,25-34,Female,postgraduate,2381.09,5,32.0,124.22,11.1,6.0,5.5
1396,Western,Tarkwa,27,25-34,Male,tertiary,915.16,5,28.0,121.67,11.5,4.9,4.5
1397,Western,Sekondi-Takoradi,25,25-34,Male,postgraduate,1459.31,5,18.0,147.87,10.0,5.7,4.9
1398,Upper East,Bawku,36,35-44,Female,basic,659.02,6,34.0,101.33,7.9,5.9,5.6
1399,North East,Nalerigu,33,25-34,Female,postgraduate,1563.33,3,18.0,118.35,1.5,4.2,4.1
1400,Eastern,Suhum,18,18-24,Female,postgraduate,822.69,3,25.0,135.47,3.7,3.4,6.9
1401,Upper West,Tumu,40,35-44,Female,secondary,1285.86,3,29.0,107.93,7.3,3.6,2.2
1402,Bono,Dormaa,34,25-34,Male,tertiary,1685.87,7,36.0,101.99,9.5,6.0,3.2
1403,Upper East,Bawku,32,25-34,Male,postgraduate,881.79,9,26.0,99.95,9.5,9.1,6.1
1404,Bono East,Kintampo,32,25-34,Male,secondary,2537.84,4,39.0,92.8,10.2,1.9,5.6
1405,Northern,Yendi,33,25-34,Female,postgraduate,1138.6,5,31.0,84.86,6.5,3.8,7.0
1406,North East,Nalerigu,18,18-24,Female,tertiary,770.67,3,17.0,107.46,8.4,5.8,4.6
1407,Western North,Bodi,25,25-34,Female,tertiary,825.15,7,15.0,167.52,10.3,5.2,2.7
1408,Volta,Hohoe,53,45-54,Female,tertiary,1344.45,7,29.0,75.24,13.5,8.9,6.1
1409,Northern,Tamale,29,25-34,Female,secondary,1000.52,3,5.0,62.03,5.4,4.6,6.3
1410,Volta,Kpando,28,25-34,Male,postgraduate,1676.78,8,16.0,94.63,12.1,9.3,6.9
1411,Ashanti,Mampong,33,25-34,Male,basic,1716.18,7,28.0,77.74,9.7,6.2,7.0
1412,Eastern,Koforidua,26,25-34,Female,basic,713.02,9,28.0,99.31,14.0,7.1,7.3
1413,Oti,Dambai,33,25-34,Male,postgraduate,1501.77,6,16.0,74.22,7.6,6.4,5.9
1414,Volta,Hohoe,50,45-54,Female,tertiary,1207.75,9,50.0,101.65,10.4,8.9,6.6
1415,North East,Walewale,27,25-34,Male,secondary,705.6,3,22.0,133.46,2.6,2.4,6.0
1416,Bono East,Atebubu,42,35-44,Male,postgraduate,1445.11,8,28.0,95.45,13.4,8.8,7.1
1417,Bono East,Nkoranza,23,18-24,Female,postgraduate,1194.26,1,0.0,85.7,1.9,2.0,3.8
1418,Western,Tarkwa,18,18-24,Female,basic,575.57,6,13.0,94.93,8.8,5.3,4.4
1419,Ashanti,Kumasi,34,25-34,Female,basic,1140.25,7,19.0,175.96,13.6,8.2,7.6
1420,Upper West,Jirapa,21,18-24,Female,tertiary,802.33,5,11.0,105.94,7.5,5.4,3.0
1421,Ashanti,Kumasi,35,35-44,Male,basic,416.42,5,15.0,78.43,8.9,2.7,6.1
1422,Western,Sekondi-Takoradi,30,25-34,Female,basic,694.52,3,12.0,58.0,7.8,3.1,6.7
1423,Central,Komenda,43,35-44,Male,secondary,484.5,3,24.0,104.0,3.2,2.7,2.6
1424,Bono,Dormaa,42,35-44,Male,postgraduate,333.3,6,17.0,108.88,8.5,7.5,8.5
1425,Ahafo,Asunafo North,22,18-24,Male,postgraduate,2365.9,7,38.0,99.72,15.0,5.6,6.9
1426,Greater Accra,Kasoa East,34,25-34,Female,secondary,1192.11,7,27.0,88.34,10.6,5.9,6.1
1427,Western,Sekondi-Takoradi,28,25-34,Female,tertiary,616.28,6,12.0,105.09,5.2,6.6,3.5
1428,Western,Sekondi-Takoradi,38,35-44,Female,basic,1522.92,7,20.0,87.48,10.3,8.4,5.4
1429,Oti,Nkwanta South,38,35-44,Female,secondary,757.73,3,23.0,83.86,5.2,4.0,6.2
1430,Bono,Sunyani,44,35-44,Male,postgraduate,1086.22,4,39.0,104.57,7.8,6.4,3.5
1431,Ahafo,Goaso,18,18-24,Female,tertiary,1012.97,10,17.0,110.19,10.1,10.0,4.5
1432,Upper West,Tumu,18,18-24,Male,tertiary,1167.18,6,26.0,104.16,9.5,6.3,4.2
1433,Bono East,Techiman,22,18-24,Female,basic,1047.58,9,14.0,106.28,11.8,9.4,4.9
1434,North East,Chereponi,32,25-34,Male,secondary,1639.67,5,14.0,150.82,6.3,4.2,5.7
1435,Upper West,Jirapa,19,18-24,Female,postgraduate,1207.22,9,26.0,133.26,13.4,6.5,8.2
1436,Upper East,Bawku,18,18-24,Male,secondary,615.48,3,17.0,89.38,2.3,5.7,6.7
1437,Oti,Nkwanta South,44,35-44,Male,secondary,2006.34,2,23.0,120.91,5.5,3.4,7.8
1438,Volta,Kpando,29,25-34,Female,basic,1901.68,10,38.0,100.03,14.7,7.5,3.6
1439,Western North,Bodi,33,25-34,Male,tertiary,1284.36,7,24.0,80.19,12.7,8.4,3.9
1440,Western North,Sefwi Wiawso,41,35-44,Female,postgraduate,1880.49,7,33.0,161.88,9.9,9.4,4.3
1441,Ashanti,Obuasi,44,35-44,Female,basic,965.19,3,14.0,72.96,5.9,1.9,3.2
1442,Northern,Tolon,18,18-24,Female,tertiary,584.13,6,25.0,176.03,7.3,5.5,6.8
1443,Central,Cape Coast,23,18-24,Female,basic,957.11,5,16.0,75.02,11.0,6.3,5.8
1444,Ashanti,Mampong,26,25-34,Male,postgraduate,2049.84,9,21.0,44.53,14.0,10.0,5.7
1445,Ahafo,Tano North,38,35-44,Female,postgraduate,442.71,10,20.0,111.88,10.1,10.0,6.9
1446,Central,Komenda,21,18-24,Female,secondary,841.38,8,23.0,117.72,10.9,10.0,5.7
1447,Bono East,Nkoranza,25,25-34,Male,basic,1324.68,6,13.0,88.47,8.7,5.7,6.7
1448,Western North,Sefwi Wiawso,38,35-44,Female,secondary,701.32,4,33.0,82.43,5.1,1.3,5.9
1449,Northern,Savelugu,34,25-34,Male,basic,1552.02,6,20.0,78.81,8.7,5.6,8.9
1450,Bono East,Techiman,40,35-44,Male,postgraduate,953.54,4,11.0,57.56,0.2,5.3,1.7
1451,Ashanti,Kumasi,33,25-34,Male,postgraduate,490.04,8,25.0,146.4,15.4,9.7,4.6
1452,Greater Accra,Tema,26,25-34,Female,secondary,910.5,8,32.0,130.24,10.6,7.4,5.5
1453,Bono,Sunyani,32,25-34,Male,secondary,1189.15,9,33.0,121.69,13.4,6.9,4.8
1454,Bono,Sunyani,31,25-34,Male,basic,732.37,6,19.0,96.66,10.4,4.3,5.4
1455,Eastern,Nsawam,28,25-34,Female,postgraduate,521.26,10,24.0,59.87,11.9,10.0,4.9
1456,Western,Sekondi-Takoradi,42,35-44,Female,basic,1107.88,9,35.0,195.34,13.7,7.4,4.3
1457,Central,Mfantsiman,30,25-34,Male,basic,1077.46,6,35.0,200.1,6.8,6.5,4.9
1458,Bono,Wenchi,24,18-24,Male,tertiary,1392.01,3,15.0,105.45,5.9,3.7,3.3
1459,Bono East,Kintampo,26,25-34,Female,postgraduate,2262.49,5,24.0,43.27,10.4,2.9,3.1
1460,Upper East,Navrongo,32,25-34,Female,basic,638.69,4,9.0,67.57,5.9,5.6,7.3
1461,Volta,Ho,37,35-44,Female,secondary,457.33,3,21.0,76.44,3.3,3.1,7.6
1462,Central,Kasoa,39,35-44,Male,secondary,1174.77,6,8.0,76.05,8.1,3.5,5.5
1463,Greater Accra,Madina,29,25-34,Female,basic,870.72,6,9.0,226.95,7.9,5.8,6.2
1464,Upper West,Wa,20,18-24,Female,secondary,3464.52,5,28.0,94.57,14.3,3.7,6.9
1465,Upper West,Wa,29,25-34,Female,secondary,449.67,5,13.0,86.06,5.1,6.6,6.0
1466,Western,Axim,18,18-24,Male,secondary,828.87,9,27.0,60.87,10.9,9.5,9.1
1467,Ashanti,Kumasi,29,25-34,Female,secondary,783.03,5,11.0,150.71,9.2,3.1,4.3
1468,Eastern,Koforidua,28,25-34,Male,tertiary,854.2,6,13.0,78.87,13.8,5.2,7.1
1469,Bono East,Techiman,41,35-44,Female,basic,1081.89,8,32.0,74.64,11.3,5.0,6.7
1470,Volta,Kpando,47,45-54,Female,basic,956.8,2,7.0,105.0,5.7,5.6,6.6
1471,Central,Cape Coast,39,35-44,Female,postgraduate,597.54,7,21.0,109.03,8.3,5.6,6.2
1472,Central,Mfantsiman,37,35-44,Male,tertiary,1523.64,2,22.0,101.0,10.1,1.4,7.8
1473,Oti,Nkwanta South,30,25-34,Male,basic,1117.96,3,17.0,86.39,7.6,1.7,3.8
1474,North East,Chereponi,28,25-34,Male,postgraduate,626.01,7,28.0,67.98,9.1,8.4,3.4
1475,Oti,Nkwanta South,31,25-34,Female,postgraduate,468.75,5,0.0,129.13,8.5,3.0,7.1
1476,Central,Kasoa,32,25-34,Male,basic,1072.83,4,24.0,67.84,5.1,4.2,3.2
1477,Oti,Jasikan,27,25-34,Male,secondary,994.35,8,29.0,138.89,7.9,7.4,7.7
1478,Central,Komenda,39,35-44,Female,basic,628.55,8,37.0,70.92,13.9,10.0,3.8
1479,Ashanti,Kumasi,34,25-34,Male,basic,653.87,7,14.0,60.74,8.1,4.7,6.5
1480,Central,Kasoa,29,25-34,Female,postgraduate,1034.3,3,16.0,90.86,6.8,5.2,5.2
1481,Ahafo,Tano North,49,45-54,Male,tertiary,616.13,4,31.0,114.36,3.9,3.7,3.9
1482,Oti,Jasikan,49,45-54,Male,postgraduate,1070.77,5,37.0,159.87,7.3,3.2,3.7
1483,Ahafo,Asutifi South,49,45-54,Male,basic,717.26,3,7.0,44.91,4.9,2.2,6.5
1484,Bono East,Nkoranza,18,18-24,Male,basic,950.55,4,14.0,70.44,3.7,5.0,5.3
1485,Ashanti,Kumasi,35,35-44,Male,postgraduate,889.83,6,14.0,85.77,7.5,4.2,5.5
1486,Central,Kasoa,18,18-24,Female,secondary,1817.67,5,14.0,139.45,8.2,5.9,3.6
1487,Bono,Wenchi,33,25-34,Male,secondary,640.89,6,11.0,258.98,5.8,5.3,8.6
1488,Savannah,Salaga,41,35-44,Female,tertiary,524.47,4,4.0,92.41,5.2,3.4,5.2
1489,Northern,Savelugu,18,18-24,Female,tertiary,635.02,7,21.0,78.84,10.3,3.3,3.3
1490,Northern,Savelugu,41,35-44,Male,postgraduate,580.74,8,16.0,71.24,7.5,7.8,3.3
1491,Eastern,Suhum,44,35-44,Female,postgraduate,1778.89,8,26.0,56.68,10.8,7.4,6.6
1492,Ashanti,Ejisu,26,25-34,Male,postgraduate,797.59,5,24.0,99.09,6.2,3.4,1.0
1493,Upper East,Bolgatanga,26,25-34,Male,basic,609.29,7,29.0,106.44,7.6,6.5,6.3
1494,Central,Mfantsiman,18,18-24,Female,tertiary,1370.14,5,28.0,159.16,5.9,3.4,3.0
1495,Upper East,Bawku,53,45-54,Male,tertiary,742.31,4,13.0,61.74,3.7,5.0,5.4
1496,Volta,Ho,25,25-34,Male,tertiary,1677.09,7,26.0,61.01,10.9,7.4,3.9
1497,Ashanti,Obuasi,20,18-24,Female,basic,991.34,7,15.0,74.84,9.7,5.3,7.4
1498,Western,Tarkwa,27,25-34,Male,postgraduate,587.63,7,13.0,329.17,8.0,5.9,4.7
1499,North East,Walewale,32,25-34,Male,basic,1154.92,6,26.0,65.49,11.7,4.2,6.9
1500,Northern,Tamale,42,35-44,Female,tertiary,2330.67,5,16.0,66.56,10.5,2.6,4.1
1501,Central,Cape Coast,22,18-24,Female,postgraduate,2097.76,4,9.0,67.64,12.2,1.0,7.2
1502,Upper East,Paga,32,25-34,Male,postgraduate,407.86,3,12.0,53.42,4.2,2.0,5.4
1503,North East,Nalerigu,37,35-44,Male,tertiary,1198.86,9,40.0,59.51,13.6,8.7,8.5
1504,Greater Accra,Tema,21,18-24,Male,postgraduate,1271.0,6,24.0,86.49,11.0,7.0,4.9
1505,Western North,Sefwi Wiawso,33,25-34,Male,secondary,2174.09,8,30.0,123.39,14.2,10.0,4.1
1506,Eastern,Nsawam,31,25-34,Female,basic,3562.51,7,43.0,109.97,12.1,5.5,6.5
1507,Greater Accra,Kasoa East,34,25-34,Female,postgraduate,1301.07,5,20.0,174.31,10.2,6.6,5.4
1508,Northern,Tolon,18,18-24,Male,postgraduate,1138.17,8,3.0,95.28,11.7,8.5,1.8
1509,Ahafo,Asunafo North,33,25-34,Male,tertiary,1856.33,8,18.0,51.26,10.5,6.8,4.8
1510,Upper West,Tumu,31,25-34,Female,postgraduate,1289.31,4,16.0,69.66,7.9,5.0,6.7
1511,Ahafo,Goaso,29,25-34,Female,tertiary,1546.49,5,18.0,151.83,10.2,4.9,2.2
1512,Bono East,Atebubu,18,18-24,Female,basic,1073.01,4,18.0,74.99,8.7,6.0,6.7
1513,Bono,Berekum,32,25-34,Male,postgraduate,739.2,7,36.0,74.11,8.7,5.7,7.2
1514,Savannah,Sawla,19,18-24,Male,postgraduate,2824.37,6,40.0,87.79,12.5,3.4,3.8
1515,Upper East,Bawku,24,18-24,Male,postgraduate,1071.86,7,18.0,107.83,10.7,6.5,2.0
1516,Northern,Tolon,35,35-44,Female,tertiary,774.04,7,19.0,100.18,11.4,5.4,1.2
1517,Oti,Jasikan,22,18-24,Female,tertiary,974.76,5,23.0,150.48,6.8,4.2,8.4
1518,Northern,Tamale,18,18-24,Male,postgraduate,879.88,8,29.0,122.08,10.7,8.3,6.0
1519,Northern,Yendi,44,35-44,Female,basic,2722.86,6,12.0,163.99,13.2,5.5,2.9
1520,Greater Accra,Tema,43,35-44,Male,secondary,699.96,5,16.0,163.2,9.6,2.9,5.6
1521,Upper West,Jirapa,24,18-24,Male,tertiary,797.74,8,28.0,71.68,10.0,6.0,6.4
1522,Western,Shama,31,25-34,Female,secondary,1224.95,4,22.0,135.31,10.9,7.7,5.8
1523,Oti,Kadjebi,25,25-34,Female,postgraduate,886.26,8,18.0,194.86,13.9,7.4,1.8
1524,Ahafo,Asunafo North,30,25-34,Male,secondary,1655.19,4,24.0,122.88,8.2,5.7,5.5
1525,Greater Accra,Kasoa East,35,35-44,Female,postgraduate,2503.73,7,25.0,64.57,13.9,7.3,4.6
1526,Oti,Jasikan,37,35-44,Male,secondary,1422.48,1,13.0,99.66,5.7,6.5,3.4
1527,Oti,Dambai,52,45-54,Female,tertiary,1021.5,7,23.0,94.46,7.0,6.2,6.3
1528,Northern,Savelugu,18,18-24,Male,secondary,1027.9,9,37.0,78.13,9.4,7.2,8.4
1529,North East,Chereponi,44,35-44,Male,tertiary,444.73,8,29.0,99.6,13.2,7.9,3.1
1530,Volta,Keta,24,18-24,Female,basic,1084.56,9,24.0,203.08,10.2,10.0,6.0
1531,Central,Mfantsiman,19,18-24,Female,tertiary,619.87,6,40.0,183.58,11.7,6.4,4.5
1532,Volta,Ho,29,25-34,Female,secondary,1055.07,7,21.0,78.48,7.6,5.6,4.8
1533,Eastern,Nsawam,35,35-44,Female,basic,389.69,8,24.0,81.85,10.6,10.0,3.9
1534,Northern,Tolon,18,18-24,Male,basic,515.3,5,10.0,69.17,9.4,3.4,4.8
1535,Greater Accra,Accra,31,25-34,Female,basic,843.87,6,23.0,107.56,7.7,6.1,7.5
1536,Western,Sekondi-Takoradi,26,25-34,Male,tertiary,1057.91,5,8.0,106.1,7.6,6.0,4.3
1537,Eastern,Nsawam,20,18-24,Female,secondary,750.83,6,16.0,90.06,11.5,6.2,4.8
1538,Western,Sekondi-Takoradi,24,18-24,Female,tertiary,1640.67,7,45.0,117.87,8.1,9.2,6.7
1539,Savannah,Salaga,26,25-34,Male,postgraduate,614.87,4,4.0,88.77,5.0,6.2,5.2
1540,Western,Tarkwa,59,55-65,Male,postgraduate,2020.84,9,45.0,124.77,15.5,9.1,3.8
1541,Ashanti,Obuasi,18,18-24,Female,secondary,1425.55,5,28.0,142.33,5.8,4.8,6.3
1542,Central,Cape Coast,23,18-24,Female,secondary,1302.63,6,28.0,72.04,6.1,2.7,2.4
1543,Volta,Hohoe,18,18-24,Male,basic,822.83,8,10.0,68.92,12.4,8.7,6.0
1544,Greater Accra,Kasoa East,23,18-24,Female,postgraduate,1078.81,10,34.0,196.37,15.7,10.0,9.5
1545,Bono,Dormaa,36,35-44,Female,basic,803.46,9,27.0,26.79,11.6,10.0,2.2
1546,Volta,Kpando,18,18-24,Male,tertiary,2376.74,7,29.0,63.54,11.2,10.0,6.4
1547,Savannah,Damongo,22,18-24,Male,tertiary,1234.09,6,28.0,89.24,9.8,5.0,4.7
1548,Western North,Sefwi Wiawso,26,25-34,Male,secondary,922.54,2,15.0,43.83,5.0,1.0,10.0
1549,Ashanti,Obuasi,34,25-34,Male,basic,628.61,5,32.0,68.72,7.9,6.7,4.2
1550,Savannah,Salaga,28,25-34,Male,postgraduate,1684.5,6,25.0,77.48,12.1,4.6,5.4
1551,Central,Kasoa,37,35-44,Male,tertiary,1196.43,7,17.0,135.51,11.5,5.5,3.6
1552,Western,Tarkwa,38,35-44,Male,secondary,1034.02,5,28.0,113.12,9.2,6.3,6.2
1553,Eastern,Suhum,28,25-34,Male,postgraduate,1190.5,10,17.0,76.63,13.7,10.0,2.2
1554,Eastern,Suhum,25,25-34,Male,postgraduate,659.86,7,26.0,86.29,12.7,9.1,5.0
1555,Savannah,Sawla,39,35-44,Male,postgraduate,723.86,7,23.0,73.18,13.1,8.5,6.0
1556,Western North,Sefwi Wiawso,32,25-34,Male,secondary,721.6,7,21.0,76.06,11.5,6.3,6.8
1557,Upper East,Paga,31,25-34,Male,secondary,1013.12,8,24.0,80.71,9.1,9.7,6.1
1558,Eastern,Akim Oda,18,18-24,Female,secondary,1002.85,6,11.0,86.18,7.0,4.9,5.2
1559,Greater Accra,Madina,20,18-24,Male,postgraduate,714.32,7,26.0,135.56,13.5,8.6,1.9
1560,Northern,Tamale,34,25-34,Female,postgraduate,1028.66,10,35.0,112.49,13.3,10.0,8.4
1561,Western,Sekondi-Takoradi,52,45-54,Male,postgraduate,1359.76,7,22.0,124.2,11.2,5.5,4.5
1562,Greater Accra,Kasoa East,23,18-24,Male,secondary,941.5,6,23.0,183.01,13.5,4.9,3.7
1563,Ahafo,Asutifi South,28,25-34,Male,basic,1090.3,8,26.0,92.88,12.9,5.7,5.4
1564,Ahafo,Asunafo North,27,25-34,Male,basic,1002.31,6,14.0,63.87,9.2,7.4,4.5
1565,Northern,Savelugu,32,25-34,Female,basic,746.65,6,19.0,64.69,8.1,6.3,4.4
1566,Western North,Bibiani,22,18-24,Male,secondary,1930.55,3,20.0,83.76,4.6,3.2,3.7
1567,Bono,Wenchi,27,25-34,Female,tertiary,1268.12,8,22.0,91.35,11.7,10.0,4.8
1568,North East,Walewale,41,35-44,Female,tertiary,1348.16,4,11.0,57.68,5.6,1.9,7.1
1569,Western,Axim,37,35-44,Male,secondary,1745.19,6,38.0,75.38,10.4,6.9,6.0
1570,Ahafo,Asutifi South,31,25-34,Male,basic,1441.14,5,27.0,109.35,9.0,3.1,5.9
1571,Bono East,Nkoranza,31,25-34,Female,tertiary,1804.71,10,14.0,114.2,14.6,10.0,6.3
1572,Western,Sekondi-Takoradi,35,35-44,Male,secondary,1164.34,8,35.0,45.52,11.5,4.9,5.4
1573,Bono,Sunyani,36,35-44,Male,secondary,359.77,5,12.0,53.18,8.3,5.1,7.8
1574,Savannah,Bole,54,45-54,Female,postgraduate,1148.95,5,24.0,113.84,8.0,7.2,4.8
1575,Greater Accra,Accra,19,18-24,Male,basic,1362.36,5,37.0,59.57,5.9,6.5,7.7
1576,Bono,Berekum,24,18-24,Male,tertiary,1109.48,5,13.0,137.78,8.2,3.0,4.3
