record_id,year,region,district,school_name,school_type,rainfall_mm,average_temperature_c,attendance_rate_pct,graduation_rate_pct,teacher_student_ratio,electricity_outage_days
1468,2025,Central,Komenda,Ghana National College,private,25.5,33.8,71.2,84.8,0.027,1
1469,2021,Greater Accra,Tema,St Augustine's College,private,63.7,30.1,75.3,81.1,0.048,4
1470,2024,Upper West,Jirapa,Adisadel College,private,53.7,24.9,63.8,80,0.036,2
1471,2024,Bono East,Atebubu,Adisadel College,public,29.4,25.4,86.5,95.4,0.049,5
1472,2020,Western,Sekondi-Takoradi,UCC Practice School,mission,100.5,29,87.3,88.9,0.049,2
1473,2025,Ashanti,Ejisu,Mfantsipim School,mission,59.3,27.6,71.3,74.3,0.034,2
1474,2021,Northern,Tamale,Adisadel College,mission,81.8,33.2,83.6,83.6,0.047,7
1475,2020,Eastern,Akim Oda,UCC Practice School,private,76.3,30.7,71.7,81,0.036,1
1476,2021,Western,Shama,Adisadel College,public,36.1,28.5,68.4,74,0.048,2
1477,2023,Western,Axim,St Augustine's College,private,16.7,26.7,84.2,90.9,0.032,5
1478,2024,Bono,Berekum,Wesley Girls,mission,72,26.7,87.6,91.2,0.029,4
1479,2020,Upper East,Bolgatanga,Cape Coast Technical University,public,14.7,27.1,76.3,76.2,0.044,3
1480,2022,Western North,Bodi,UCC Practice School,public,64.2,27,82.6,82.9,0.032,3
1481,2018,Savannah,Sawla,St Augustine's College,private,52.4,25.4,53.2,79.6,0.052,2
1482,2024,Ahafo,Asutifi South,St Augustine's College,public,51,27.7,70.1,83.3,0.031,3
1483,2019,Western North,Bodi,Apam SHS,public,84.2,33.6,80.9,86.3,0.044,4
1484,2021,Western,Shama,Ghana National College,public,127.4,28.5,84.7,80.4,0.047,5
1485,2023,Ahafo,Asutifi South,Apam SHS,private,32,27.5,78.1,79.5,0.026,8
1486,2019,Volta,Hohoe,Cape Coast Technical University,private,92.2,28.4,72.7,74.5,0.052,2
1487,2021,North East,Bunkpurugu,Ghana National College,public,50.1,28.2,81.1,80.9,0.048,4
1488,2022,Savannah,Salaga,St Augustine's College,private,32.3,29.8,78.7,78.2,0.049,1
1489,2025,Bono East,Atebubu,Ghana National College,public,10.5,31.5,73.1,97.5,0.028,5
1490,2023,Northern,Savelugu,Mfantsipim School,mission,59.4,27,63.2,86.1,0.037,3
1491,2025,Central,Komenda,Adisadel College,mission,144.8,27.5,71.4,87.1,0.045,6
1492,2022,Central,Cape Coast,Apam SHS,public,110.3,25.9,78.8,91.6,0.033,9
1493,2021,North East,Walewale,Cape Coast Technical University,mission,68.5,31.9,75.4,90.3,0.051,7
1494,2021,Greater Accra,Kasoa East,Apam SHS,mission,73.4,33.9,88.7,82.2,0.038,4
1495,2021,Upper West,Lawra,UCC Practice School,mission,35.1,28.8,84,90,0.05,4
1496,2023,North East,Bunkpurugu,UCC Practice School,public,39.6,30.8,67.4,79.2,0.052,5
1497,2025,Volta,Ho,St Augustine's College,private,81.3,29.6,70.6,74.3,0.04,3
1498,2025,Bono East,Atebubu,Wesley Girls,public,37.8,27.2,61.4,81.3,0.033,3
1499,2022,Upper East,Bolgatanga,Apam SHS,public,64.5,27.7,71.3,83.5,0.037,6
1500,2018,Oti,Nkwanta South,Ghana National College,private,79,29.4,61.4,75.5,0.041,2
1501,2018,Ashanti,Kumasi,UCC Practice School,public,36,31.1,84.1,87.6,0.04,3
1502,2021,Eastern,Akim Oda,Mfantsipim School,public,117.8,27.5,74.4,82.6,0.026,3
1503,2020,Volta,Keta,Apam SHS,public,70.7,34.6,90.9,88,0.029,7
1504,2018,Upper West,Wa,Ghana National College,mission,65.3,26.7,64.7,87.9,0.04,2
1505,2025,Greater Accra,Accra,Mfantsipim School,public,47.7,28.1,68.1,86.6,0.039,7
1506,2022,Eastern,Koforidua,Apam SHS,public,17.8,30.2,76.7,68.4,0.052,8
1507,2022,Bono,Dormaa,Cape Coast Technical University,private,48.2,25.1,70.7,73.7,0.034,5
1508,2025,Bono,Sunyani,Apam SHS,mission,135.3,26.9,69.3,79.5,0.055,2
1509,2023,Central,Kasoa,Mfantsipim School,mission,78.5,28,70.4,89.5,0.055,8
1510,2022,Greater Accra,Madina,Cape Coast Technical University,public,57.1,29.7,79.2,69.3,0.032,2
1511,2024,Ashanti,Ejisu,Cape Coast Technical University,mission,39.2,34.1,76.2,82.9,0.027,5
1512,2019,Western North,Juaboso,UCC Practice School,mission,26.8,29.3,74.7,85.2,0.032,7
1513,2019,Western North,Juaboso,Mfantsipim School,private,36.9,28.3,64.9,77.2,0.039,1
1514,2024,Upper East,Bawku,Apam SHS,private,65,30,70.9,77.1,0.037,4
1515,2022,Savannah,Sawla,St Augustine's College,mission,97.7,30.4,63.8,73,0.04,7
1516,2025,Bono East,Kintampo,Adisadel College,private,14.2,28.4,79.8,74.1,0.047,2
1517,2018,Upper West,Lawra,St Augustine's College,public,19.2,30.6,87.4,92.3,0.041,6
1518,2019,Upper East,Bawku,Adisadel College,private,87.8,29.7,72.5,81.8,0.036,3
1519,2020,North East,Nalerigu,Wesley Girls,public,40,27.6,56,85,0.046,5
1520,2021,Bono,Dormaa,UCC Practice School,private,40.9,28.2,70.2,84.9,0.036,5
1521,2019,Western,Axim,Ghana National College,mission,197,30.8,68.6,75.3,0.037,3
1522,2019,Greater Accra,Madina,St Augustine's College,public,48.5,31.5,82,77.9,0.036,8
1523,2018,Volta,Hohoe,Ghana National College,private,44.3,26.2,72.3,90.9,0.035,4
1524,2018,Oti,Kadjebi,Cape Coast Technical University,private,55.8,31.2,89.7,98.5,0.047,1
1525,2020,Bono,Sunyani,Ghana National College,public,24.4,30.5,58.1,82.3,0.031,5
1526,2023,North East,Chereponi,Cape Coast Technical University,private,69.8,27.3,64.1,78.4,0.049,0
1527,2020,Greater Accra,Tema,Cape Coast Technical University,mission,56.8,33.1,84,81.7,0.053,4
1528,2023,Ahafo,Asutifi South,Wesley Girls,public,24.1,32.7,79.4,94.9,0.034,7
1529,2020,Western North,Bibiani,Ghana National College,mission,42.4,28.1,84,86.9,0.047,3
1530,2024,Bono East,Kintampo,Adisadel College,public,28.7,27.5,77.6,76.9,0.044,6
1531,2020,Greater Accra,Tema,St Augustine's College,public,88.4,28.1,83.8,83.2,0.035,4
1532,2024,Upper East,Paga,Wesley Girls,public,38.5,29.1,84,76.4,0.033,6
1533,2025,Upper East,Navrongo,Cape Coast Technical University,public,63.4,24.8,73,81.4,0.054,2
1534,2025,Upper West,Tumu,UCC Practice School,mission,54.7,26.9,76,86.3,0.047,3
1535,2019,Central,Komenda,Cape Coast Technical University,mission,64.8,29.3,62.8,81.8,0.045,1
1536,2020,Bono,Dormaa,Adisadel College,public,32.5,32,82.5,80.2,0.055,4
1537,2023,Western North,Sefwi Wiawso,Cape Coast Technical University,public,113.8,26.7,69.6,83,0.037,4
1538,2020,Ashanti,Obuasi,Adisadel College,mission,77.4,25.7,81.9,89.2,0.033,4
1539,2022,Northern,Yendi,Apam SHS,public,89.9,29.2,78.5,81.8,0.036,2
1540,2019,Oti,Kadjebi,Cape Coast Technical University,public,55.1,26.9,75.8,85.2,0.031,3
1541,2019,Eastern,Suhum,Cape Coast Technical University,mission,42.9,30.4,85.4,82,0.053,7
1542,2019,Oti,Jasikan,Wesley Girls,mission,42.3,28.6,75.3,76.2,0.047,6
1543,2021,Ahafo,Asutifi South,Wesley Girls,mission,17.4,26.5,86.3,91.8,0.044,1
1544,2020,Central,Komenda,Ghana National College,private,33.3,29.1,72.7,77.6,0.05,4
1545,2023,Upper East,Bolgatanga,Mfantsipim School,public,34,32.6,86.9,94.8,0.041,6
1546,2020,Greater Accra,Madina,Cape Coast Technical University,mission,46.9,26,84,86.5,0.032,4
1547,2020,North East,Walewale,Adisadel College,public,105.4,29.6,68.8,80.2,0.031,6
1548,2018,Central,Kasoa,Cape Coast Technical University,private,61.7,27.3,78.3,87.9,0.042,4
1549,2018,Upper East,Bawku,Adisadel College,mission,87.2,28,54.2,74.5,0.05,3
1550,2018,Western,Sekondi-Takoradi,UCC Practice School,mission,70,27.6,74.5,82,0.033,5
1551,2021,Upper East,Paga,Mfantsipim School,public,72.8,25.3,65.9,82.6,0.047,4
1552,2020,Upper West,Jirapa,Apam SHS,public,46.8,32.2,78.1,79.4,0.034,4
1553,2019,Oti,Nkwanta South,Adisadel College,mission,26.7,31.6,90.1,97,0.039,5
1554,2019,Upper East,Navrongo,Cape Coast Technical University,mission,42.2,24,100,98.1,0.028,3
1555,2022,Upper West,Tumu,St Augustine's College,public,57.5,27.7,83,89.5,0.041,4
1556,2023,Oti,Kadjebi,Ghana National College,public,83.8,28.2,79.3,75.9,0.031,2
1557,2025,Ahafo,Asutifi South,Ghana National College,mission,56.4,32.7,73.3,87.7,0.051,5
1558,2018,Upper East,Bawku,St Augustine's College,private,104.4,24.4,64,83.9,0.054,5
1559,2021,Ashanti,Obuasi,Mfantsipim School,public,98.8,30.2,69.6,78.5,0.029,4
1560,2022,Bono East,Techiman,Wesley Girls,public,24.6,26.2,72.3,87.2,0.042,4
1561,2021,Western,Sekondi-Takoradi,Adisadel College,public,72.5,31.7,84.5,86.7,0.047,5
1562,2019,Volta,Keta,Adisadel College,mission,42.7,29.9,55.2,66.8,0.028,4
1563,2023,Oti,Jasikan,Wesley Girls,mission,116.5,26.5,76,79.8,0.043,4
1564,2025,Ahafo,Tano North,Wesley Girls,mission,91.1,27.8,79.8,89.6,0.054,4
1565,2020,Bono East,Nkoranza,Mfantsipim School,public,19,28.9,89.7,89.1,0.042,4
1566,2019,Western,Shama,Cape Coast Technical University,public,90.7,25,68.3,69.7,0.044,3
1567,2019,Upper West,Lawra,Adisadel College,private,32.2,31.9,75.1,82.8,0.036,2
1568,2018,Eastern,Suhum,Wesley Girls,mission,38,26.3,81.3,83.2,0.044,4
1569,2024,Volta,Ho,Adisadel College,mission,69,28.9,70.4,72.3,0.052,4
1570,2019,Eastern,Suhum,Cape Coast Technical University,public,40.3,27.6,76.7,80.6,0.036,3
1571,2021,Ashanti,Ejisu,St Augustine's College,public,32.3,26.5,73.4,86.7,0.049,5
1572,2020,Ahafo,Asutifi South,Apam SHS,private,41.7,27.6,70.7,73.7,0.043,4
1573,2024,Upper East,Bolgatanga,UCC Practice School,public,41.4,30.9,88.1,88.3,0.034,1
1574,2018,North East,Bunkpurugu,Cape Coast Technical University,public,18.1,26.3,87.3,85.1,0.038,4
1575,2022,Northern,Tolon,Wesley Girls,public,54.9,27.5,82.3,95.1,0.037,3
1576,2019,Northern,Savelugu,Mfantsipim School,private,54.1,33.6,74.6,87.3,0.04,3
1577,2018,Greater Accra,Accra,Mfantsipim School,private,170.9,26.8,77.8,78.9,0.03,5
1578,2024,Upper East,Navrongo,Cape Coast Technical University,private,80,29.2,80.5,97.1,0.031,3
1579,2025,Bono East,Techiman,Adisadel College,private,93.6,30.9,90.3,80,0.037,1
1580,2018,Ashanti,Ejisu,Adisadel College,private,77,29.3,57.8,81.2,0.043,5
1581,2018,Western North,Sefwi Wiawso,Cape Coast Technical University,mission,34.6,23.6,67.9,78,0.044,6
1582,2021,Greater Accra,Kasoa East,Mfantsipim School,public,23.6,30.1,76.2,89.9,0.053,5
1583,2024,Eastern,Koforidua,Adisadel College,private,98.9,26.8,77.6,79.8,0.043,3
1584,2024,Upper West,Lawra,Mfantsipim School,private,134.5,30.1,65.6,77.8,0.048,7
1585,2022,Volta,Keta,Apam SHS,private,54.6,28.6,78.3,89.4,0.04,2
1586,2018,Volta,Ho,Ghana National College,private,54.8,28.1,67,76.3,0.042,5
1587,2021,Western North,Bodi,Mfantsipim School,public,35.4,34.9,54.4,75.5,0.044,6
1588,2022,Greater Accra,Madina,Cape Coast Technical University,public,50.5,28.3,70.2,85.6,0.042,4
1589,2020,Ahafo,Asunafo North,Apam SHS,mission,54.6,28.5,82.3,82.5,0.035,4
1590,2024,Volta,Keta,UCC Practice School,public,54.4,29.8,77,72.6,0.055,0
1591,2025,Bono East,Atebubu,Cape Coast Technical University,private,73.4,25.3,61.4,75,0.044,6
1592,2021,Ahafo,Goaso,Ghana National College,private,84.5,28.2,78.5,81.5,0.036,2
1593,2018,Greater Accra,Kasoa East,Apam SHS,private,61.6,29,89.5,83.1,0.05,3
1594,2019,Eastern,Koforidua,UCC Practice School,private,58.4,29.6,81.6,88.5,0.031,9
1595,2021,Oti,Nkwanta South,UCC Practice School,public,113.7,27.8,84.8,79.6,0.055,6
1596,2020,North East,Nalerigu,St Augustine's College,public,49.4,25.7,78.9,88.2,0.049,6
1597,2022,Ashanti,Ejisu,Cape Coast Technical University,mission,20.3,30.7,82.3,88.8,0.029,5
1598,2025,North East,Bunkpurugu,St Augustine's College,public,45.9,31.6,71.2,81.1,0.051,6
1599,2020,Western North,Bodi,UCC Practice School,private,41.9,26.8,74.9,92.6,0.034,3
1600,2022,North East,Chereponi,UCC Practice School,private,91.6,32.2,67.2,75.1,0.045,3
1601,2021,Ashanti,Ejisu,St Augustine's College,public,53.1,28.8,76.6,81.9,0.031,7
1602,2022,Western North,Sefwi Wiawso,Wesley Girls,mission,50.7,26.3,70.2,73.1,0.047,6
1603,2018,Upper West,Lawra,Apam SHS,mission,90.3,28.9,62.5,92,0.048,0
1604,2023,Savannah,Salaga,Mfantsipim School,public,67.9,25.5,73.5,86.7,0.051,6
1605,2021,Savannah,Salaga,Ghana National College,public,59.6,30.7,69.9,77.3,0.041,4
1606,2025,Volta,Ho,UCC Practice School,public,15.7,29.9,72.7,85.3,0.042,3
1607,2025,Greater Accra,Kasoa East,Ghana National College,private,73.4,26,84.7,96.2,0.033,8
1608,2019,Bono,Berekum,Ghana National College,public,22.5,25.6,78.6,85.8,0.041,6
1609,2020,Central,Kasoa,Apam SHS,public,61.1,22.9,75.3,74.7,0.042,4
1610,2025,Upper West,Lawra,Cape Coast Technical University,mission,43.3,27.9,83.8,89.6,0.05,0
1611,2025,North East,Bunkpurugu,Mfantsipim School,mission,18.3,27.4,75.9,78,0.047,3
1612,2020,Ahafo,Asutifi South,Cape Coast Technical University,private,41.3,28.2,83.6,88.8,0.047,1
1613,2021,Ahafo,Asutifi South,Apam SHS,mission,89.9,27,77.3,79.1,0.027,3
1614,2019,Oti,Jasikan,St Augustine's College,mission,50.4,31.9,76,85.6,0.042,5
1615,2021,Upper West,Jirapa,Wesley Girls,public,69.2,27,74.4,82.8,0.055,1
1616,2018,North East,Walewale,Mfantsipim School,mission,86.4,32.6,76.4,73.7,0.048,4
1617,2023,Eastern,Suhum,Cape Coast Technical University,mission,55.3,27.6,85.1,84.9,0.051,6
1618,2023,Bono,Dormaa,UCC Practice School,mission,67,27,73.2,83.8,0.041,5
1619,2018,Savannah,Bole,Wesley Girls,mission,105,27.8,75.5,89.9,0.051,2
1620,2024,North East,Nalerigu,Wesley Girls,mission,117.3,28,76.9,77.6,0.05,6
1621,2019,North East,Walewale,Wesley Girls,mission,75.3,35.2,79.8,84.9,0.042,4
1622,2021,Northern,Tolon,Apam SHS,mission,61.1,24.1,68.8,81.5,0.043,9
1623,2024,Oti,Dambai,Mfantsipim School,mission,63.5,32.4,78.3,74.9,0.028,4
1624,2019,Oti,Kadjebi,St Augustine's College,private,53,30.2,74.6,98.1,0.051,2
1625,2025,Eastern,Nsawam,Cape Coast Technical University,public,35.2,28.4,73.3,76.1,0.03,6
1626,2025,Upper East,Bawku,St Augustine's College,mission,35,25.4,87.4,84.5,0.035,5
1627,2019,Greater Accra,Kasoa East,Adisadel College,public,50,32.8,64.6,82.9,0.048,1
1628,2024,Upper West,Tumu,Ghana National College,mission,134.5,25.1,79.4,87.5,0.035,3
1629,2024,Savannah,Salaga,Ghana National College,private,31.3,29.9,70.3,92.7,0.041,5
1630,2018,Eastern,Koforidua,St Augustine's College,mission,34.9,26.4,69,77.4,0.031,0
1631,2018,Bono,Sunyani,Ghana National College,private,118.9,32.1,73.9,87.1,0.035,6
1632,2019,Northern,Savelugu,St Augustine's College,mission,49.9,26.7,90,85.3,0.048,5
1633,2025,Ahafo,Asutifi South,UCC Practice School,mission,36.8,30.2,77.7,87.3,0.039,3
1634,2019,Central,Mfantsiman,Wesley Girls,public,39.2,28,84.2,87.6,0.043,3
1635,2022,Eastern,Akim Oda,Cape Coast Technical University,mission,42.5,26.5,67.4,70.9,0.037,5
1636,2018,Western,Shama,UCC Practice School,mission,59.6,24.8,77.1,80.3,0.054,4
1637,2019,Western North,Bibiani,Adisadel College,private,57.5,31.7,76.7,78.3,0.051,5
1638,2022,Eastern,Suhum,Ghana National College,public,24.5,30.4,60,80.1,0.03,3
1639,2024,Ahafo,Asunafo North,Apam SHS,mission,66.7,27,82.6,85.3,0.055,3
1640,2023,North East,Walewale,UCC Practice School,public,42.7,27.9,70.1,86.2,0.05,3
1641,2023,Volta,Hohoe,Apam SHS,public,76.9,25.3,85.4,95.2,0.031,3
1642,2023,Ahafo,Asutifi South,Wesley Girls,mission,24.5,26.5,69.6,74.2,0.028,3
1643,2019,Bono,Wenchi,Ghana National College,mission,54.9,29.2,85.9,80.6,0.052,7
1644,2024,North East,Walewale,Apam SHS,mission,143.1,25.9,79.1,81.8,0.048,6
1645,2022,Upper West,Wa,Adisadel College,mission,41.6,28.9,93.7,93.8,0.034,3
1646,2019,North East,Chereponi,Mfantsipim School,mission,57.9,30.9,83,76.4,0.054,4
1647,2023,Savannah,Damongo,Adisadel College,public,36,29.5,76.7,94.5,0.053,5
1648,2025,Western North,Bibiani,Wesley Girls,private,34.8,25.2,87.9,93,0.033,10
1649,2023,Savannah,Bole,Adisadel College,public,42.9,28.9,75,83.2,0.038,5
1650,2023,Ahafo,Tano North,Wesley Girls,mission,37.1,33.6,65.4,87.2,0.028,7
1651,2021,Western North,Juaboso,Adisadel College,public,43.7,33,71,80.2,0.035,3
1652,2024,Western,Sekondi-Takoradi,UCC Practice School,private,100.8,28.1,73.2,72.2,0.041,2
1653,2018,Savannah,Bole,Ghana National College,public,39.7,27.6,83.4,93,0.028,1
1654,2024,Upper West,Tumu,Cape Coast Technical University,mission,75.6,31.2,75.9,88.2,0.036,2
1655,2023,Ahafo,Asutifi South,Adisadel College,mission,18.3,27.8,80.9,88.1,0.031,4
1656,2019,Upper West,Wa,Adisadel College,mission,76.2,24.8,77.7,86.7,0.053,7
1657,2020,North East,Bunkpurugu,St Augustine's College,private,6.7,30.4,81.3,81,0.051,2
1658,2023,Ashanti,Kumasi,Adisadel College,mission,64.1,26.7,73,71.8,0.049,1
1659,2024,Central,Cape Coast,Ghana National College,mission,119.4,27.8,68.9,66.6,0.049,2
1660,2020,North East,Bunkpurugu,Apam SHS,mission,63.6,29,75.9,71.3,0.027,2
1661,2022,Central,Komenda,Wesley Girls,mission,24.8,27.3,82.8,85.2,0.044,8
1662,2018,Upper East,Paga,Mfantsipim School,public,36,31,76,74.6,0.044,4
1663,2022,Western,Tarkwa,Mfantsipim School,mission,80.3,31,72.8,72.5,0.055,4
1664,2018,Greater Accra,Madina,Apam SHS,public,68.5,31,76.4,76.3,0.045,8
1665,2020,Western,Tarkwa,Mfantsipim School,private,57.8,32.6,73,82.3,0.045,5
1666,2023,Volta,Ho,UCC Practice School,public,13.4,28.8,82.8,90.9,0.037,4
1667,2020,Western North,Bodi,Apam SHS,public,103.6,26.9,74.6,96.5,0.041,4
1668,2023,Eastern,Koforidua,Apam SHS,public,6.5,26.3,84.8,97.2,0.038,6
1669,2022,Central,Cape Coast,Mfantsipim School,public,42.2,26,79.1,82,0.053,3
1670,2025,Western,Shama,Cape Coast Technical University,public,37.3,24.9,72.1,74.6,0.032,3
1671,2023,Savannah,Salaga,Wesley Girls,public,52,26,70.4,85.5,0.031,4
1672,2023,Bono,Dormaa,Cape Coast Technical University,private,51.7,30.5,64.2,78.1,0.055,4
1673,2021,Eastern,Suhum,Wesley Girls,mission,68.6,28.6,78.4,83.5,0.054,5
1674,2020,Northern,Yendi,Mfantsipim School,private,54.4,31,74.5,80.9,0.044,2
1675,2018,Volta,Hohoe,UCC Practice School,public,35,25.1,75,79.1,0.049,1
1676,2024,Greater Accra,Accra,Adisadel College,public,63.3,27.6,72.1,86.2,0.03,3
1677,2019,Oti,Dambai,Apam SHS,public,68.1,37,76,88.7,0.049,5
1678,2019,Ahafo,Tano North,Adisadel College,private,34.1,32.8,68.3,79.9,0.04,6
1679,2019,Central,Cape Coast,Cape Coast Technical University,public,15.8,35.6,84.1,87.9,0.05,5
1680,2020,Greater Accra,Tema,St Augustine's College,private,30.8,34.3,76,78.6,0.041,1
1681,2024,Volta,Kpando,Wesley Girls,public,44.4,28.8,71.2,79.7,0.048,7
1682,2021,Greater Accra,Kasoa East,Apam SHS,public,25,29.7,81.8,81.8,0.036,2
1683,2020,Western,Shama,Apam SHS,private,20.4,29.3,74.6,85.4,0.048,4
1684,2018,Upper West,Tumu,St Augustine's College,private,39.4,27.4,57.1,76.2,0.034,2
1685,2023,Savannah,Damongo,Ghana National College,private,88,33.5,93.8,90.6,0.054,4
1686,2024,Greater Accra,Accra,Wesley Girls,private,81.7,32.1,81.6,80.8,0.046,1
1687,2024,Upper West,Lawra,Mfantsipim School,public,29.3,32.5,86.9,99,0.04,3
1688,2020,Volta,Hohoe,Mfantsipim School,public,59.6,25.6,70.1,79.7,0.044,5
1689,2024,Volta,Keta,St Augustine's College,mission,43.7,26.9,81.5,75.9,0.044,4
1690,2020,Eastern,Suhum,Wesley Girls,public,30.7,29.7,74.3,89,0.051,3
1691,2020,Upper West,Jirapa,Adisadel College,public,56.5,25.6,80.5,75.6,0.043,1
1692,2020,Savannah,Bole,Wesley Girls,public,34.8,28.9,73.6,77.3,0.043,5
1693,2018,Ashanti,Ejisu,St Augustine's College,public,42.9,25.3,88.2,87.7,0.043,4
1694,2020,Upper West,Wa,Apam SHS,public,48.4,25.5,79,80.8,0.049,6
1695,2021,Upper East,Bolgatanga,St Augustine's College,mission,40.6,33.5,76.8,81.7,0.041,4
1696,2022,Ashanti,Ejisu,Cape Coast Technical University,private,26.8,35.9,78,81.5,0.033,7
1697,2018,Oti,Nkwanta South,Apam SHS,public,59,31.6,73.4,80.2,0.039,9
1698,2021,Eastern,Koforidua,Apam SHS,public,46.8,27.3,73.2,71.2,0.037,7
1699,2019,Savannah,Salaga,Cape Coast Technical University,private,21.4,28.7,90.3,92.3,0.028,3
1700,2019,Western North,Bibiani,UCC Practice School,private,79.4,30.4,66.1,81.2,0.05,2
1701,2018,Ahafo,Goaso,Mfantsipim School,mission,43.9,31.1,85.6,87.2,0.051,7
1702,2022,Volta,Ho,Mfantsipim School,mission,29,29,70,79.9,0.034,9
1703,2020,Eastern,Akim Oda,Ghana National College,mission,37.8,31.3,72.3,78.5,0.036,5
1704,2018,Central,Kasoa,UCC Practice School,private,38.2,29.5,81.4,87.3,0.036,6
1705,2020,Upper West,Tumu,UCC Practice School,public,83,26.5,72.5,89.1,0.041,4
1706,2020,Ahafo,Tano North,St Augustine's College,private,104,30.3,75.9,86.7,0.04,5
1707,2019,Central,Kasoa,UCC Practice School,public,17.2,32.3,71.6,92.8,0.052,3
1708,2022,Bono East,Kintampo,Apam SHS,private,70.3,30,81,82.5,0.041,5
1709,2020,Northern,Tamale,Ghana National College,private,34.4,26.6,68.5,79.1,0.032,3
1710,2018,Savannah,Bole,Ghana National College,private,139,29.3,77.5,90.9,0.048,6
1711,2024,Ahafo,Asutifi South,UCC Practice School,private,126.5,27.2,86.5,81.7,0.052,4
1712,2019,Oti,Dambai,Mfantsipim School,public,68.8,26.2,88.8,89.3,0.044,5
1713,2020,Bono,Sunyani,Adisadel College,public,81.7,26.2,87.7,92,0.049,2
1714,2023,Ashanti,Mampong,Mfantsipim School,public,27.6,26.8,66,87.8,0.033,4
1715,2025,Savannah,Sawla,Wesley Girls,public,43.7,29.8,80.1,79.4,0.053,1
1716,2023,Ahafo,Asutifi South,Adisadel College,mission,51.5,33,86.5,86.6,0.029,2
1717,2023,Western,Sekondi-Takoradi,Cape Coast Technical University,mission,47.7,31.7,82.4,85.2,0.053,4
1718,2019,Ashanti,Kumasi,St Augustine's College,private,59.7,30.2,63.6,67.5,0.037,7
1719,2025,Western North,Sefwi Wiawso,Adisadel College,public,55.6,31.4,66.5,75.3,0.029,5
1720,2019,Savannah,Salaga,Apam SHS,public,71.5,32.6,78.4,86.6,0.032,6
1721,2018,Greater Accra,Tema,St Augustine's College,private,99.4,32.6,80.7,93.2,0.055,1
1722,2018,Central,Kasoa,St Augustine's College,private,55.2,28.8,81.5,85.4,0.037,6
1723,2025,Ashanti,Obuasi,Ghana National College,private,53.3,27.4,76.7,77.8,0.049,4
1724,2021,Bono East,Kintampo,Wesley Girls,public,69.1,34.5,73.2,78,0.04,1
1725,2025,Savannah,Bole,Mfantsipim School,public,58.2,30.7,68.6,71,0.043,5
1726,2020,Eastern,Koforidua,UCC Practice School,public,91.5,31.8,77.6,91.5,0.045,6
1727,2023,Western,Sekondi-Takoradi,Ghana National College,mission,109.1,25.7,94.4,96,0.044,7
1728,2019,North East,Chereponi,Ghana National College,private,62.9,33.3,88.4,79.2,0.056,3
1729,2021,Eastern,Koforidua,Wesley Girls,public,26.3,26.9,81.5,93.9,0.042,2
1730,2025,Western North,Sefwi Wiawso,Mfantsipim School,private,66.2,27.4,85,90.9,0.044,7
1731,2018,Eastern,Akim Oda,Ghana National College,mission,32.2,26.4,87.7,86.9,0.037,2
1732,2022,Eastern,Nsawam,Adisadel College,private,68.8,28.8,84.1,78.7,0.033,3
1733,2019,Central,Cape Coast,Mfantsipim School,public,40.9,29.2,82.9,82.4,0.039,0
1734,2022,Central,Kasoa,Wesley Girls,private,83.2,28.5,81.6,87.1,0.044,5
1735,2022,Eastern,Koforidua,Adisadel College,public,32.8,29.1,69.2,75.5,0.036,9
1736,2023,Eastern,Nsawam,Adisadel College,mission,60.8,25.9,86.8,82.2,0.041,7
1737,2025,Ahafo,Asunafo North,Apam SHS,mission,92.8,30.8,84.2,78.8,0.05,1
1738,2025,Greater Accra,Accra,Apam SHS,public,56.3,34.5,70.3,80.4,0.039,4
1739,2019,Eastern,Suhum,Apam SHS,mission,87.6,26.9,68.6,75.3,0.043,9
1740,2021,Western North,Sefwi Wiawso,Ghana National College,private,116.5,26.7,70.9,80.9,0.053,3
1741,2021,Eastern,Akim Oda,Wesley Girls,mission,89.9,28.4,86.7,90.1,0.045,3
1742,2019,Ahafo,Tano North,Wesley Girls,mission,48.9,28.3,73.6,84.9,0.035,5
1743,2024,Greater Accra,Tema,Apam SHS,mission,48.3,25.7,73.5,91.6,0.043,5
1744,2025,Volta,Keta,Ghana National College,mission,38.5,24.8,81.6,87.3,0.051,5
1745,2023,Eastern,Suhum,Cape Coast Technical University,public,104.3,32.4,73.6,81.3,0.031,3
1746,2020,Oti,Kadjebi,Mfantsipim School,mission,47.7,23.9,71.5,90.9,0.05,4
1747,2022,Ashanti,Kumasi,St Augustine's College,public,67.9,29,58.9,78.1,0.029,7
1748,2021,Western North,Bibiani,Ghana National College,public,58.7,25.9,87.3,84.9,0.054,2
1749,2019,Western North,Bibiani,Adisadel College,public,62.8,32.5,74.1,79.9,0.031,5
1750,2018,Upper East,Bolgatanga,St Augustine's College,private,81.8,25.2,85.1,95.3,0.04,2
1751,2018,Upper West,Jirapa,Mfantsipim School,private,32.7,26.6,74.1,80.9,0.054,2
1752,2024,Savannah,Sawla,Cape Coast Technical University,public,55.7,25.3,63.9,78.5,0.032,0
1753,2019,Upper East,Navrongo,UCC Practice School,private,42.1,26.8,76.2,86.7,0.045,7
1754,2020,North East,Nalerigu,Mfantsipim School,mission,34.5,25.9,61.6,75.6,0.048,4
1755,2018,North East,Chereponi,Cape Coast Technical University,private,55,30.5,66.4,80.1,0.027,4
1756,2025,Western,Axim,UCC Practice School,mission,84.9,30.3,72.4,78.6,0.044,4
